codigo,label,poblacion,coordenadas
46081000100,Ayacor,727,Point(-0.57465705 38.9722195)
46082,Canet de Berenguer,8297,Point(-0.220555555 39.679444444)
46082,Canet de Berenguer,8297,Point(-0.220555555 39.679444444)
46083,Carcagente,21934,Point(-0.451166666 39.122722222)
46083,Carcagente,21934,Point(-0.451166666 39.122722222)
46084,Cárcer,1795,Point(-0.5663424 39.0688779)
46084,Cárcer,1795,Point(-0.5663424 39.0688779)
46085,Carlet,16857,Point(-0.5202051 39.2251696)
46085,Carlet,16857,Point(-0.5202051 39.2251696)
46086,Carrícola,97,Point(-0.471388888 38.840555555)
46086,Carrícola,97,Point(-0.471388888 38.840555555)
46087,Casas Altas,118,Point(-1.2629814 40.0395154)
46087,Casas Altas,118,Point(-1.2629814 40.0395154)
46088,Casas Bajas,158,Point(-1.2611067 40.0237752)
46088,Casas Bajas,158,Point(-1.2611067 40.0237752)
46089,Casinos,3153,Point(-0.7093169 39.7015881)
46089,Casinos,3153,Point(-0.7093169 39.7015881)
46090,Castellón de Rugat,2345,Point(-0.383055555 38.875833333)
46090,Castellón de Rugat,2345,Point(-0.383055555 38.875833333)
46091,Castellonet,159,Point(-0.263134 38.9154844)
46091,Castellonet,159,Point(-0.263134 38.9154844)
46092,Castielfabib,284,Point(-1.3041215 40.130378)
46092,Castielfabib,284,Point(-1.3041215 40.130378)
46093,Catadau,3005,Point(-0.569722222 39.275833333)
46093,Catadau,3005,Point(-0.569722222 39.275833333)
46094,Catarroja,30604,Point(-0.4028759 39.4033747)
46094,Catarroja,30604,Point(-0.4028759 39.4033747)
46095,Caudete de las Fuentes,725,Point(-1.2803019 39.5591102)
46095,Caudete de las Fuentes,725,Point(-1.2803019 39.5591102)
46096,Cerdá,370,Point(-0.573888888 38.985555555)
46096,Cerdá,370,Point(-0.573888888 38.985555555)
46097,Cofrentes,1113,Point(-1.061388888 39.229722222)
46097,Cofrentes,1113,Point(-1.061388888 39.229722222)
46098,Corbera,3266,Point(-0.355555555 39.158055555)
46098,Corbera,3266,Point(-0.355555555 39.158055555)
46099,Cortes de Pallás,727,Point(-0.9425 39.243055555)
46099,Cortes de Pallás,727,Point(-0.9425 39.243055555)
46100,Cotes,314,Point(-0.574166666 39.070833333)
46100,Cotes,314,Point(-0.574166666 39.070833333)
46101,Cuart de les Valls,1029,Point(-0.2727995 39.7398739)
46101,Cuart de les Valls,1029,Point(-0.2727995 39.7398739)
46102,Cuart de Poblet,26967,Point(-0.442777777 39.483333333)
46102,Cuart de Poblet,26967,Point(-0.442777777 39.483333333)
46103,Cuartell,1810,Point(-0.2640069 39.7373882)
46103,Cuartell,1810,Point(-0.2640069 39.7373882)
46104,Cuatretonda,2174,Point(-0.403055555 38.945833333)
46104,Cuatretonda,2174,Point(-0.403055555 38.945833333)
46105,Cullera,24702,Point(-0.2526691 39.1659862)
46105,Cullera,24702,Point(-0.2526691 39.1659862)
46106,Chelva,1863,Point(-0.9976861 39.7486658)
46106,Chelva,1863,Point(-0.9976861 39.7486658)
46107,Chella,2452,Point(-0.660555555 39.044444444)
46107,Chella,2452,Point(-0.660555555 39.044444444)
46108,Chera,508,Point(-0.9729021 39.5931474)
46108,Chera,508,Point(-0.9729021 39.5931474)
46109,Cheste,8951,Point(-0.683555555 39.493888888)
46109,Cheste,8951,Point(-0.683555555 39.493888888)
46110,Chirivella,32093,Point(-0.426666666 39.465555555)
46110,Chirivella,32093,Point(-0.426666666 39.465555555)
46111,Chiva,17951,Point(-0.7197087 39.4713797)
46111,Chiva,17951,Point(-0.7197087 39.4713797)
46112,Chulilla,710,Point(-0.895555555 39.655555555)
46112,Chulilla,710,Point(-0.895555555 39.655555555)
46113,Daimuz,3524,Point(-0.153888888 38.97)
46113,Daimuz,3524,Point(-0.153888888 38.97)
46114,Domeño,723,Point(-0.672777777 39.659722222)
46114,Domeño,723,Point(-0.672777777 39.659722222)
46115,Dos Aguas,340,Point(-0.800277777 39.2875)
46115,Dos Aguas,340,Point(-0.800277777 39.2875)
46116,La Eliana,19839,Point(-0.528055555 39.566111111)
46116,La Eliana,19839,Point(-0.528055555 39.566111111)
46117,Emperador,700,Point(-0.3388611 39.5540582)
46117,Emperador,700,Point(-0.3388611 39.5540582)
46118,Enguera,4807,Point(-0.6891945 38.9802279)
46118,Enguera,4807,Point(-0.6891945 38.9802279)
46119,Énova,952,Point(-0.482222 39.044444)
46119,Énova,952,Point(-0.482222 39.044444)
46120,Estivella,1710,Point(-0.3485272 39.7133707)
46120,Estivella,1710,Point(-0.3485272 39.7133707)
46121,Estubeny,110,Point(-0.623611111 39.0175)
46121,Estubeny,110,Point(-0.623611111 39.0175)
46122,Faura,3753,Point(-0.263611111 39.725833333)
46122,Faura,3753,Point(-0.263611111 39.725833333)
46123,Favara,2776,Point(-0.290555555 39.127777777)
46123,Favara,2776,Point(-0.290555555 39.127777777)
46124,Fontanares,936,Point(-0.785 38.783333333)
46124,Fontanares,936,Point(-0.785 38.783333333)
46125,Fortaleny,1024,Point(-0.3149281 39.1837773)
46125,Fortaleny,1024,Point(-0.3149281 39.1837773)
46126,Foyos,7995,Point(-0.356666666 39.538611111)
46126,Foyos,7995,Point(-0.356666666 39.538611111)
46127,Fuente Encarroz,4020,Point(-0.17 38.916666666)
46128,Fuente la Higuera,2022,Point(-0.879444444 38.805555555)
46128,Fuente la Higuera,2022,Point(-0.879444444 38.805555555)
46129,Fuenterrobles,678,Point(-1.368611111 39.585277777)
46129,Fuenterrobles,678,Point(-1.368611111 39.585277777)
46130,Gabarda,1023,Point(-0.559722222 39.091388888)
46130,Gabarda,1023,Point(-0.559722222 39.091388888)
46131,Gandía,83135,Point(-0.182222222 38.966666666)
46131,Gandía,83135,Point(-0.182222222 38.966666666)
46132,Genovés,2822,Point(-0.4702724 38.988474)
46132,Genovés,2822,Point(-0.4702724 38.988474)
46133,Gestalgar,587,Point(-0.8337822 39.6044915)
46133,Gestalgar,587,Point(-0.8337822 39.6044915)
46134,Gilet,4011,Point(-0.32506 39.6786015)
46134,Gilet,4011,Point(-0.32506 39.6786015)
46135,Godella,13533,Point(-0.4103159 39.5183728)
46135,Godella,13533,Point(-0.4103159 39.5183728)
46136,Godelleta,4266,Point(-0.686111111 39.425)
46136,Godelleta,4266,Point(-0.686111111 39.425)
46137,Granja de la Costera,306,Point(-0.556097 38.9961916)
46137,Granja de la Costera,306,Point(-0.556097 38.9961916)
46138,Guadasequies,478,Point(-0.486111111 38.923888888)
46138,Guadasequies,478,Point(-0.486111111 38.923888888)
46139,Guadasuar,6039,Point(-0.478055555 39.183333333)
46139,Guadasuar,6039,Point(-0.478055555 39.183333333)
46140,Guardamar de la Safor,622,Point(-0.1491499 38.9623753)
46140,Guardamar de la Safor,622,Point(-0.1491499 38.9623753)
46141,Higueruelas,567,Point(-0.8617383 39.7900911)
46141,Higueruelas,567,Point(-0.8617383 39.7900911)
46142,Jalance,808,Point(-1.076666666 39.192222222)
46142,Jalance,808,Point(-1.076666666 39.192222222)
46143,Jaraco,6149,Point(-0.214675 39.0319825)
46143,Jaraco,6149,Point(-0.214675 39.0319825)
46144,Jarafuel,788,Point(-1.0728491 39.1398863)
46144,Jarafuel,788,Point(-1.0728491 39.1398863)
46145,Játiva,31008,Point(-0.5191539 38.9887291)
46145,Játiva,31008,Point(-0.5191539 38.9887291)
46146,Jeresa,2418,Point(-0.218055555 39.009166666)
46146,Jeresa,2418,Point(-0.218055555 39.009166666)
46147,Liria,25333,Point(-0.5961102 39.6258293)
46147,Liria,25333,Point(-0.5961102 39.6258293)
46148,Loriguilla,2188,Point(-0.5714271 39.4901609)
46148,Loriguilla,2188,Point(-0.5714271 39.4901609)
46149,Losa del Obispo,531,Point(-0.8710594 39.695763)
46149,Losa del Obispo,531,Point(-0.8710594 39.695763)
46150,Luchente,2314,Point(-0.356388888 38.9425)
46150,Luchente,2314,Point(-0.356388888 38.9425)
46151,Lugar Nuevo de Fellonet,944,Point(-0.4675 39.013611111)
46151,Lugar Nuevo de Fellonet,944,Point(-0.4675 39.013611111)
46152,Lugar Nuevo de la Corona,132,Point(-0.38206 39.42046)
46152,Lugar Nuevo de la Corona,132,Point(-0.38206 39.42046)
46153,Lugar Nuevo de San Jerónimo,594,Point(-0.2841276 38.9130107)
46153,Lugar Nuevo de San Jerónimo,594,Point(-0.2841276 38.9130107)
46154,Llanera de Ranes,1062,Point(-0.5713389 38.9916644)
46154,Llanera de Ranes,1062,Point(-0.5713389 38.9916644)
46155,Llaurí,1226,Point(-0.329444444 39.147222222)
46155,Llaurí,1226,Point(-0.329444444 39.147222222)
46156,Llombay,2791,Point(-0.571944444 39.281388888)
46156,Llombay,2791,Point(-0.571944444 39.281388888)
46157,Llosa de Ranes,3765,Point(-0.533611111 39.018611111)
46157,Llosa de Ranes,3765,Point(-0.533611111 39.018611111)
46158,Macastre,1461,Point(-0.7859961 39.3827598)
46158,Macastre,1461,Point(-0.7859961 39.3827598)
46159,Manises,32609,Point(-0.458722222 39.492)
46160,Manuel,2560,Point(-0.4909038 39.0513265)
46160,Manuel,2560,Point(-0.4909038 39.0513265)
46161,Marines,1967,Point(-0.561111111 39.675055555)
46161,Marines,1967,Point(-0.561111111 39.675055555)
46162,Masalavés,1905,Point(-0.5215571 39.1434685)
46162,Masalavés,1905,Point(-0.5215571 39.1434685)
46163,Masalfasar,2716,Point(-0.316666666 39.55)
46163,Masalfasar,2716,Point(-0.316666666 39.55)
46164,Masamagrell,17566,Point(-0.3329905 39.5691757)
46164,Masamagrell,17566,Point(-0.3329905 39.5691757)
46165,Masanasa,10607,Point(-0.398888888 39.408333333)
46165,Masanasa,10607,Point(-0.398888888 39.408333333)
46166,Meliana,11055,Point(-0.349166666 39.527222222)
46166,Meliana,11055,Point(-0.349166666 39.527222222)
46167,Millares,321,Point(-0.7736084 39.2375388)
46167,Millares,321,Point(-0.7736084 39.2375388)
46168,Miramar,3143,Point(-0.1415109 38.9505154)
46169,Mislata,47079,Point(-0.4160286 39.4747357)
46169,Mislata,47079,Point(-0.4160286 39.4747357)
46170,Mogente,4401,Point(-0.753055555 38.875555555)
46170,Mogente,4401,Point(-0.753055555 38.875555555)
46171,Moncada,22213,Point(-0.395638888 39.545583333)
46171,Moncada,22213,Point(-0.395638888 39.545583333)
46172,Monserrat,10062,Point(-0.603055555 39.357888888)
46172,Monserrat,10062,Point(-0.603055555 39.357888888)
46173,Montaberner,1624,Point(-0.496111111 38.888333333)
46173,Montaberner,1624,Point(-0.496111111 38.888333333)
46174,Montesa,1128,Point(-0.651111111 38.949722222)
46174,Montesa,1128,Point(-0.651111111 38.949722222)
46175,Montichelvo,556,Point(-0.338888888 38.891111111)
46175,Montichelvo,556,Point(-0.338888888 38.891111111)
46176,Montroy,3792,Point(-0.613888888 39.339444444)
46176,Montroy,3792,Point(-0.613888888 39.339444444)
46177,Museros,6871,Point(-0.341111111 39.565833333)
46177,Museros,6871,Point(-0.341111111 39.565833333)
46178,Náquera,8556,Point(-0.4263092 39.6589222)
46178,Náquera,8556,Point(-0.4263092 39.6589222)
46179,Navarrés,3027,Point(-0.693333333 39.101388888)
46179,Navarrés,3027,Point(-0.693333333 39.101388888)
46180,Novelé,872,Point(-0.5475 38.980555555)
46180,Novelé,872,Point(-0.5475 38.980555555)
46181,Oliva,26813,Point(-0.121111111 38.919444444)
46181,Oliva,26813,Point(-0.121111111 38.919444444)
46182,Olocau,2534,Point(-0.531666666 39.7)
46182,Olocau,2534,Point(-0.531666666 39.7)
46183,Ollería,8818,Point(-0.549444444 38.914166666)
46183,Ollería,8818,Point(-0.549444444 38.914166666)
46184,Onteniente,37012,Point(-0.607222222 38.822222222)
46184,Onteniente,37012,Point(-0.607222222 38.822222222)
46185,Otos,442,Point(-0.445 38.854166666)
46185,Otos,442,Point(-0.445 38.854166666)
46186,Paiporta,28136,Point(-0.418333333 39.427777777)
46186,Paiporta,28136,Point(-0.418333333 39.427777777)
46187,Palma de Gandía,1897,Point(-0.220638888 38.9245)
46187,Palma de Gandía,1897,Point(-0.220638888 38.9245)
46188,Palmera,1038,Point(-0.1532268 38.941512)
46188,Palmera,1038,Point(-0.1532268 38.941512)
46189,Palomar,593,Point(-0.502777777 38.853611111)
46189,Palomar,593,Point(-0.502777777 38.853611111)
46190,Paterna,76019,Point(-0.440555555 39.502777777)
46190,Paterna,76019,Point(-0.440555555 39.502777777)
46191,Pedralba,3225,Point(-0.7260062 39.6053522)
46191,Pedralba,3225,Point(-0.7260062 39.6053522)
46192,Petrés,1124,Point(-0.3102425 39.6839991)
46192,Petrés,1124,Point(-0.3102425 39.6839991)
46193,Picaña,11901,Point(-0.4359054 39.4355947)
46193,Picaña,11901,Point(-0.4359054 39.4355947)
46194,Picasent,23202,Point(-0.4618265 39.3617446)
46194,Picasent,23202,Point(-0.4618265 39.3617446)
46195,Piles,3151,Point(-0.132222 38.941111)
46195,Piles,3151,Point(-0.132222 38.941111)
46196,Pinet,156,Point(-0.338055555 38.983333333)
46196,Pinet,156,Point(-0.338055555 38.983333333)
46197,Poliñá de Júcar,2577,Point(-0.369722222 39.196111111)
46197,Poliñá de Júcar,2577,Point(-0.369722222 39.196111111)
46198,Potríes,1135,Point(-0.194444444 38.915277777)
46199,Puebla de Farnals,9255,Point(-0.326638 39.577463)
46199,Puebla de Farnals,9255,Point(-0.326638 39.577463)
46200,Puebla del Duc,2451,Point(-0.417222222 38.903333333)
46200,Puebla del Duc,2451,Point(-0.417222222 38.903333333)
46201,Puebla de San Miguel,53,Point(-1.1448401 40.0451393)
46201,Puebla de San Miguel,53,Point(-1.1448401 40.0451393)
46202,Puebla de Vallbona,27471,Point(-0.5529743 39.591662)
46202,Puebla de Vallbona,27471,Point(-0.5529743 39.591662)
46203,Puebla Larga,4665,Point(-0.4772459 39.0854584)
46203,Puebla Larga,4665,Point(-0.4772459 39.0854584)
46204,El Puig de Santa Maria,9490,Point(-0.3057922 39.589514)
46204,El Puig de Santa Maria,9490,Point(-0.3057922 39.589514)
46205,Puzol,21659,Point(-0.301111 39.616667)
46205,Puzol,21659,Point(-0.301111 39.616667)
46206,Quesa,691,Point(-0.7402726 39.1196086)
46206,Quesa,691,Point(-0.7402726 39.1196086)
46207,Rafelbuñol,9974,Point(-0.334166666 39.592222222)
46207,Rafelbuñol,9974,Point(-0.3271 39.58697)
46207,Rafelbuñol,9974,Point(-0.334166666 39.592222222)
46207,Rafelbuñol,9974,Point(-0.3271 39.58697)
46208,Rafelcofer,1409,Point(-0.166111111 38.933333333)
46208,Rafelcofer,1409,Point(-0.166111111 38.933333333)
46209,Rafelguaraf,2395,Point(-0.4550415 39.0516294)
46209,Rafelguaraf,2395,Point(-0.4550415 39.0516294)
46210,Ráfol de Salem,463,Point(-0.396388888 38.864722222)
46210,Ráfol de Salem,463,Point(-0.396388888 38.864722222)
46211,Real de Gandía,2722,Point(-0.1915574 38.9482364)
46211,Real de Gandía,2722,Point(-0.1915574 38.9482364)
46212,Real,2497,Point(-0.609444444 39.335833333)
46212,Real,2497,Point(-0.609444444 39.335833333)
46213,Requena,20982,Point(-1.1023083 39.488538)
46213,Requena,20982,Point(-1.1023083 39.488538)
46214,Ribarroja del Turia,24616,Point(-0.568333 39.5475)
46214,Ribarroja del Turia,24616,Point(-0.568333 39.5475)
46215,Riola,1820,Point(-0.334858 39.1974256)
46215,Riola,1820,Point(-0.334858 39.1974256)
46216,Rocafort,7751,Point(-0.410277777 39.530833333)
46216,Rocafort,7751,Point(-0.410277777 39.530833333)
46217,Rotglá y Corbera,1171,Point(-0.565277777 39.003888888)
46217,Rotglá y Corbera,1171,Point(-0.565277777 39.003888888)
46218,Ròtova,1283,Point(-0.2580968 38.9325529)
46218,Ròtova,1283,Point(-0.2580968 38.9325529)
46219,Rugat,165,Point(-0.362777777 38.88)
46219,Rugat,165,Point(-0.362777777 38.88)
46220,Sagunto,73031,Point(-0.278333333 39.68)
46220,Sagunto,73031,Point(-0.278333333 39.68)
46221,Salem,407,Point(-0.381111111 38.855)
46221,Salem,407,Point(-0.381111111 38.855)
46222,San Juan de Énova,527,Point(-0.488055555 39.071666666)
46222,San Juan de Énova,527,Point(-0.488055555 39.071666666)
46223,Sedaví,10837,Point(-0.3848735 39.427074)
46223,Sedaví,10837,Point(-0.3848735 39.427074)
46224,Segart,180,Point(-0.373611111 39.683333333)
46224,Segart,180,Point(-0.373611111 39.683333333)
46225,Sellent,383,Point(-0.5872942 39.031739)
46225,Sellent,383,Point(-0.5872942 39.031739)
46226,Sempere,33,Point(-0.480833333 38.919444444)
46226,Sempere,33,Point(-0.480833333 38.919444444)
46227,Señera,1114,Point(-0.513333333 39.0625)
46227,Señera,1114,Point(-0.513333333 39.0625)
46228,Serra,3767,Point(-0.4284905 39.6854445)
46228,Serra,3767,Point(-0.4284905 39.6854445)
46229,Siete Aguas,1289,Point(-0.9168996 39.4717678)
46229,Siete Aguas,1289,Point(-0.9168996 39.4717678)
46230,Silla,20482,Point(-0.4103493 39.3617839)
46230,Silla,20482,Point(-0.4103493 39.3617839)
46231,Simat de Valldigna,3311,Point(-0.3103731 39.0436983)
46231,Simat de Valldigna,3311,Point(-0.3103731 39.0436983)
46232,Sinarcas,1176,Point(-1.231666666 39.733888888)
46232,Sinarcas,1176,Point(-1.231666666 39.733888888)
46233,Sollana,5089,Point(-0.3818215 39.2784514)
46233,Sollana,5089,Point(-0.3818215 39.2784514)
46234,Sot de Chera,427,Point(-0.9100159 39.6211801)
46234,Sot de Chera,427,Point(-0.9100159 39.6211801)
46235,Sueca,29194,Point(-0.3111645 39.2025604)
46235,Sueca,29194,Point(-0.3111645 39.2025604)
46236,Sumacárcel,1013,Point(-0.629722222 39.096111111)
46236,Sumacárcel,1013,Point(-0.629722222 39.096111111)
46237,Tabernes Blanques,9824,Point(-0.3625992 39.5064294)
46237,Tabernes Blanques,9824,Point(-0.3625992 39.5064294)
46238,Tabernes de Valldigna,17866,Point(-0.265833333 39.072222222)
46238,Tabernes de Valldigna,17866,Point(-0.265833333 39.072222222)
46239,Teresa de Cofrentes,620,Point(-1.0514612 39.1059735)
46239,Teresa de Cofrentes,620,Point(-1.0514612 39.1059735)
46240,Terrateig,290,Point(-0.320555555 38.894166666)
46240,Terrateig,290,Point(-0.320555555 38.894166666)
46241,Titaguas,517,Point(-1.0815927 39.8655298)
46241,Titaguas,517,Point(-1.0815927 39.8655298)
46242,Torrebaja,398,Point(-1.256303 40.096191)
46242,Torrebaja,398,Point(-1.256303 40.096191)
46243,Torrella,151,Point(-0.571666666 38.988888888)
46243,Torrella,151,Point(-0.571666666 38.988888888)
46244,Torrente,90928,Point(-0.4679001 39.4365348)
46244,Torrente,90928,Point(-0.4679001 39.4365348)
46245,Torres Torres,808,Point(-0.3578217 39.7434693)
46245,Torres Torres,808,Point(-0.3578217 39.7434693)
46246,Tous,1354,Point(-0.586666666 39.138055555)
46246,Tous,1354,Point(-0.586666666 39.138055555)
46247,Tuéjar,1278,Point(-1.038611 39.7625)
46247,Tuéjar,1278,Point(-1.038611 39.7625)
46248,Turís,7717,Point(-0.710492 39.3898717)
46248,Turís,7717,Point(-0.710492 39.3898717)
46249,Utiel,11663,Point(-1.206666666 39.567222222)
46249,Utiel,11663,Point(-1.206666666 39.567222222)
46250,Valencia,840792,Point(-0.376388888 39.47)
46250,Valencia,840792,Point(-0.376388888 39.47)
46251,Vallada,3091,Point(-0.691944 38.895833)
46251,Vallada,3091,Point(-0.691944 38.895833)
46252,Vallanca,128,Point(-1.3390429 40.0628776)
46252,Vallanca,128,Point(-1.3390429 40.0628776)
46253,Vallés,161,Point(-0.556388888 38.985555555)
46253,Vallés,161,Point(-0.556388888 38.985555555)
46254,Venta del Moro,1143,Point(-1.3568721 39.4839281)
46254,Venta del Moro,1143,Point(-1.3568721 39.4839281)
46255,Villalonga,4865,Point(-0.2 38.883333333)
46255,Villalonga,4865,Point(-0.2 38.883333333)
46256,Villamarchante,11403,Point(-0.6225 39.567777777)
46256,Villamarchante,11403,Point(-0.6225 39.567777777)
46257,Castellón,6972,Point(-0.5124591 39.0780688)
46257,Castellón,6972,Point(-0.5124591 39.0780688)
46258,Villar del Arzobispo,3862,Point(-0.825833333 39.731388888)
46258,Villar del Arzobispo,3862,Point(-0.825833333 39.731388888)
46259,Villargordo del Cabriel,588,Point(-1.441111111 39.541388888)
46259,Villargordo del Cabriel,588,Point(-1.441111111 39.541388888)
46260,Vinalesa,3572,Point(-0.37075 39.537861111)
46260,Vinalesa,3572,Point(-0.37075 39.537861111)
46261,Yátova,2325,Point(-0.8085418 39.3848761)
46261,Yátova,2325,Point(-0.8085418 39.3848761)
46262,La Yesa,246,Point(-0.9615624 39.8914016)
46262,La Yesa,246,Point(-0.9615624 39.8914016)
46263,Zarra,374,Point(-1.076666666 39.091666666)
46263,Zarra,374,Point(-1.076666666 39.091666666)
46502,Ayacor,727,Point(-0.57465705 38.9722195)
46902,Gátova,452,Point(-0.520555555 39.769444444)
46902,Gátova,452,Point(-0.520555555 39.769444444)
46903,San Antonio de Benagéber,11192,Point(-0.5001275 39.5619478)
46903,San Antonio de Benagéber,11192,Point(-0.5001275 39.5619478)
46904,Benicull,1179,Point(-0.3835791 39.1856301)
46904,Benicull,1179,Point(-0.3835791 39.1856301)
47001,Adalia,50,Point(-5.118888888 41.648611111)
47002,Aguasal,18,Point(-4.653333333 41.275277777)
47003,Aguilar de Campos,258,Point(-5.183888888 41.982777777)
47004,Alaejos,1427,Point(-5.215555555 41.307222222)
47005,Alcazarén,623,Point(-4.676388888 41.369722222)
47006,Aldea de San Miguel,212,Point(-4.616944444 41.460277777)
47007,Aldeamayor de San Martín,6290,Point(-4.6394309 41.5118819)
47008,Almenara de Adaja,24,Point(-4.676944444 41.213611111)
47009,Amusquillo,95,Point(-4.301111111 41.748611111)
47010,Arroyo de la Encomienda,22800,Point(-4.7917372 41.6127872)
47011,Ataquines,580,Point(-4.8025 41.182777777)
47012,Bahabón,97,Point(-4.281666666 41.481388888)
47013,Barcial de la Loma,98,Point(-5.284444444 41.950277777)
47014,Barruelo del Valle,51,Point(-5.069166666 41.674166666)
47015,Becilla de Valderaduey,206,Point(-5.2175623 42.0987105)
47016,Benafarces,68,Point(-5.29188 41.62174)
47017,Bercero,170,Point(-5.0558951 41.5635561)
47018,Berceruelo,36,Point(-5.0325645 41.5802174)
47019,Berrueces,85,Point(-5.096944444 41.945555555)
47020,Bobadilla del Campo,279,Point(-5.02294 41.20432)
47020,Bobadilla del Campo,279,Point(-5.021388888 41.204444444)
47021,Bocigas,75,Point(-4.681111111 41.228611111)
47022,Bocos de Duero,79,Point(-4.0675 41.624444444)
47023,Boecillo,4446,Point(-4.6996133 41.5407623)
47024,Bolaños de Campos,244,Point(-5.284444444 42.006388888)
47025,Brahojos de Medina,96,Point(-5.043055555 41.231111111)
47026,Bustillo de Chaves,66,Point(-5.091111111 42.130833333)
47027,Cabezón de Pisuerga,3910,Point(-4.6458137 41.7339524)
47028,Cabezón de Valderaduey,24,Point(-5.158611111 42.167222222)
47029,Cabreros del Monte,64,Point(-5.269722222 41.848611111)
47030,Campaspero,1001,Point(-4.194444444 41.491666666)
47031,El Campillo,204,Point(-5.014166666 41.257777777)
47032,Camporredondo,143,Point(-4.50527 41.47374)
47033,Canalejas de Peñafiel,248,Point(-4.115 41.524722222)
47034,Canillas de Esgueva,71,Point(-4.116666666 41.75)
47035,Carpio,923,Point(-5.10906 41.2126514)
47036,Casasola de Arión,205,Point(-5.240555555 41.5775)
47037,Castrejón de Trabancos,171,Point(-5.170555555 41.252777777)
47038,Castrillo de Duero,108,Point(-4.014166666 41.575555555)
47039,Castrillo-Tejeriego,157,Point(-4.371111111 41.703055555)
47040,Castrobol,43,Point(-5.314722222 42.136944444)
47041,Castrodeza,148,Point(-4.960555555 41.648055555)
47042,Castromembibre,49,Point(-5.305277777 41.673333333)
47043,Castromonte,319,Point(-5.040833333 41.773611111)
47044,Castronuevo de Esgueva,412,Point(-4.588333333 41.681388888)
47045,Castronuño,737,Point(-5.2633186 41.3887733)
47046,Castroponce,128,Point(-5.1825 42.126388888)
47047,Castroverde de Cerrato,192,Point(-4.220833333 41.755555555)
47048,Ceinos de Campos,172,Point(-5.149166666 42.0325)
47049,Cervillego de la Cruz,87,Point(-4.949166666 41.186666666)
47050,Cigales,5454,Point(-4.699722222 41.758055555)
47051,Ciguñuela,361,Point(-4.856944444 41.640555555)
47052,La Cistérniga,9489,Point(-4.6851558 41.6121464)
47053,Cogeces de Íscar,143,Point(-4.544722222 41.405833333)
47054,Cogeces del Monte,640,Point(-4.316111111 41.511111111)
47055,Corcos del Valle,203,Point(-4.692777777 41.810277777)
47056,Corrales de Duero,104,Point(-4.047777777 41.672222222)
47057,Cubillas de Santa Marta,394,Point(-4.599166666 41.831666666)
47058,Cuenca de Campos,179,Point(-5.055277777 42.058333333)
47059,Curiel de Duero,111,Point(-4.1 41.639166666)
47060,Encinas de Esgueva,214,Point(-4.103549 41.757005)
47061,Esguevillas de Esgueva,257,Point(-4.379444444 41.751111111)
47062,Fombellida,169,Point(-4.184722222 41.766666666)
47063,Fompedraza,113,Point(-4.145833333 41.536111111)
47064,Fontihoyuelo,29,Point(-5.057222222 42.161944444)
47065,Fresno el Viejo,825,Point(-5.14228 41.19826)
47066,Fuensaldaña,2146,Point(-4.765277777 41.707222222)
47067,Fuente el Sol,150,Point(-4.935277777 41.175555555)
47068,Fuente-Olmedo,42,Point(-4.647222222 41.243333333)
47069,Gallegos de Hornija,104,Point(-5.098333333 41.609722222)
47070,Gatón de Campos,46,Point(-4.980833333 42.048888888)
47071,Geria,492,Point(-4.876388888 41.578611111)
47073,Herrín de Campos,111,Point(-4.953055555 42.124444444)
47074,Hornillos de Eresma,182,Point(-4.717777777 41.367222222)
47075,Íscar,6493,Point(-4.533944 41.361545)
47076,Laguna de Duero,22965,Point(-4.716666666 41.583055555)
47077,Langayo,246,Point(-4.197777777 41.569444444)
47078,Lomoviejo,155,Point(-4.917222222 41.148888888)
47079,Llano de Olmedo,49,Point(-4.614444444 41.266944444)
47080,Manzanillo,48,Point(-4.2081 41.58932)
47080,Manzanillo,48,Point(-4.188333333 41.586388888)
47081,Marzales,45,Point(-5.133611111 41.586944444)
47082,Matapozuelos,977,Point(-4.790388 41.4140831)
47083,Matilla de los Caños,116,Point(-4.969722222 41.546111111)
47084,Mayorga,1354,Point(-5.2626995 42.1666301)
47085,Medina del Campo,20215,Point(-4.9150523 41.3085254)
47086,Medina de Rioseco,4617,Point(-5.042777777 41.883055555)
47087,Megeces,419,Point(-4.566666666 41.407222222)
47088,Melgar de Abajo,117,Point(-5.1421583 42.2432398)
47088,Melgar de Abajo,117,Point(-5.14588 42.24829)
47089,Melgar de Arriba,161,Point(-5.0975 42.268055555)
47090,Mojados,3415,Point(-4.664366 41.4305877)
47091,Monasterio de Vega,79,Point(-5.180833333 42.23)
47092,Montealegre de Campos,105,Point(-4.899444444 41.9025)
47093,Montemayor de Pililla,837,Point(-4.4593002 41.5090909)
47094,Moral de la Reina,129,Point(-5.073055555 41.985555555)
47095,Moraleja de las Panaderas,42,Point(-4.824722222 41.276388888)
47096,Morales de Campos,128,Point(-5.171944444 41.859722222)
47097,Mota del Marqués,342,Point(-5.175555555 41.631388888)
47098,Mucientes,690,Point(-4.761944444 41.743333333)
47099,La Mudarra,167,Point(-4.9440331 41.7793945)
47100,Muriel de Zapardiel,106,Point(-4.8425 41.122222222)
47101,Nava del Rey,1924,Point(-5.08095 41.33036)
47101,Nava del Rey,1924,Point(-5.0813732 41.3304513)
47102,Nueva Villa de las Torres,265,Point(-5.056388888 41.267777777)
47103,Olivares de Duero,328,Point(-4.3649425 41.6376386)
47104,Olmedo,3592,Point(-4.68669 41.2870983)
